2917;73799306/0001-23
2923;00210051000148
2927;68571736000153
2932;31.157.910/0001-06
2973;33.992.991/0001-95
2982;31957525000143
2991;72391485000100
3003;61.150.819/0001-20
3015;54.516.661/0002-84
3022;00.538.849/0001-13
3036;39500152/0001-99
3037;00749145000190
3044;01161614000118
3047;01116905000194
3050;58.935.099/0001-01
3054;01001075000150
3057;33222993000103
3081;68810373000161
3101;29785870/0001-03
3103;40382970000113
3114;30153811000193
3130;01130367000192
3135;49.351.786/0009-38
3142;01.547.208/0001-98
3147;62322953000123
3150;68.653.344/0001-33
3154;39130729/0001-18
3157;55487029000131
3159;58344359000166
3181;82.277.955/0004-06
3183;01489320000110
3196;86.732.898/0001-08
3219;51780468000187
3222;56.994.502/0006-44
3223;00082309/0001-78
3244;01144397000158
3247;01336754000180
3251;88303433000167
3254;33.912.726/0001-50
3256;55980684000127
3257;15107246001700
3265;68.558.501/0001-21
3273;28862209000183
3283;88330592000150
3298;00.189.509/0001-24
3315;32172850000163
3318;97466593000118
3322;67774679000147
3338;52.108.719/000144
3340;39044771000116
3344;60830296004944
3348;00771826000154
3352;59231530000193
3353;01601279000121
3354;76.881.093/0001-72
3357;28695070000120
3358;39545553000165
3363;49.601.107/0001-84
3375;30.042.147/0001-05
3376;021468
3378;01509580000100
3379;31267230000145
3381;01574225000114
3383;28303568000109
3397;32573503000142
3401;00502686000119
3408;17159229000176
3409;00710799000100
3415;32191462000120
3417;01264226000162
3427;00.404.670/0001-73
3432;00.626.670/0001-18
3434;40188609000150
3454;32163693000120
3460;33770207000285
3461;51746782000143
3478;00.710.985/0001-49
3480;01.930.393/0001-03
3489;01057428000133
3490;01659284000195
3498;74.155.722/0001-51
3499;45.987.005/0034-56
3502;02106608000120
3503;00591851000156
3505;72499502000110
3507;01.857.748/0001-78
3509;02314108000184
3514;00.877.469/0001-03
3515;02162379000161
3520;97481519000170
3521;01623191000100
3531;02.204.031/0001-90
3536;01188557000160
3538;01.437.529/0001-30
3539;54.565.478/0001-98
3543;31.651.003/0001-19
3548;00.055.671/0001-50
3555;021648
3559;36192433000133
3562;00189453000108
3567;01781258000135
3568;00.669.315/0001-26
3569;32.085.789/0001-17
3579;01.224.555/0001-80
3580;73239865000189
3587;60873973000914
3589;01965617000104
3590;001004
3593;72098981000162
3595;02461546000175
3597;31893894000110
3598;02047434000172
3605;00101732000178
3606;02500264000130
3607;01861179000134
3610;02.000.745/0001-86
3615;02079950000189
3616;02500264000130
3620;68571736000153
3628;31260029000136
3631;45992062000165
3637;45597176000100
3638;60341575000108
3643;00.074.586/0001-39
3647;02631329000186
3650;00101784000144
3654;60326501000194
3657;02764320000143
3659;67.423.152/0001-78
3660;73588915000133
3665;31.628.530/0001-02
3666;63736714000182
3671;00101784000144
3672;42100248000174
3673;40.173.593/0002-93
3679;27.824.457/0001-77
3681;02.805.608/0001-19
3682;01187358000138
3690;02.457.209/0001-04
3693;29.468.055/0001-02
3700;97.444.681/0001-19
3706;33162132000179
3707;59650556000176
3708;40266777000117
3709;57174252000154
3710;02.915.025/0001-40
3712;61.656.625/0001-09
3723;00299185000187
3727;76619113000131
3729;01224555000180
3730;02310412000153
3735;01111039/0001-91
3736;02773629001171
3739;48.702.104/0001-74
3743;02206208000197
3745;40.381.089/0002-89
3747;31532724000100
3748;02631344000124
3751;02715174000166
3753;12.800.300/0001-61
3759;02248884000123
3760;33.275.074/0001-90
3769;01.925.587/0001-02
3770;01.213.619/0001-47
3773;02.467.530/0001-70
3775;30124044000194
3783;02377474000182
3784;03.555.303/0001-69
3786;35831387000102
3787;36220101000115
3796;00.706.413/0001-96
3798;71957310000147
3821;02707366000120
3822;01994692000101
3831;31389430000170
3834;33.126.426/0001-45
3837;32221236000144
3840;01906153000165
3847;72.060.999/0001-75
3851;73.857.393/0001-28
3876;29511607000118
3878;36.193.514/0001-58
3899;40354086000175
3901;02.789.929/0001-77
3904;03069074000172
3912;60318797000100
3917;02819026000191
3925;03..672.347/0007-64
3934;01124520/0001-79
3941;03293901000107
3943;02825365/0001-80
3949;04190840700
3960;49.475.833/0001-06
3980;03.022.869/0001-25
4001;27613751000130
4011;01132347000150
4023;01.666.873/0001-09
4026;00517766000148
4030;40371577000124
4032;02.038.167/0001-77
4033;68337658000127
4034;01.232.090/0001-09
4042;72398050000180
4044;74166208000111
4046;02973654000127
4051;02473245000161
4052;42429480000150
4060;01915918000123
4062;00897408000108
4063;32114795000155
4070;03.387.237/0001-65
4071;02.457.209/0001-04
4079;04702137/0001-49
4080;39697305000130
4081;30.159.073/0001-91
4083;02.185.135/0001-02
4084;03057459000110
4097;01961361000167
4100;03011882000189
4102;02913594000157
4104;61.186.136/0001-22
4106;02.904.222/0001-64
4109;00541397/0001-29
4113;03287401000162
4116;02016542000188A
4127;40.409.666/0001-12
4130;02737422000170
4131;02704358000120
4133;57532343000114
4136;36180123000107
4137;03232641000160
4138;02.688.175/0001-69
4143;00101784000144
4148;03403543000148
4157;02733886000108
4163;03105325000127
4164;31588759000160
4165;02.972.902/0001-15
4169;01209109000104
4171;03.444.417/0001-31
4176;01377071000170
4178;02841176000100
4180;03194258000164
4184;32.587.867/0001-81
4188;03057159000130
4189;06.936.034/0001-79
4191;00090832000146
4193;02654950000165
4197;03285122000160
4198;02.620.178/0001-60
4199;00.402.552/0003-98
4201;43078849001081
4203;01645291000138
4205;02605284000175
4206;00.578.956/0001-75
4207;00957593000189
4208;01.513.946/0001-14
4210;00662956000159
4213;92.772.821/0107-12
4216;01149544000182
4219;33868423/0001-87
4220;32.247.223/0001-44
4221;01.499.584/0001-54
4227;01.009.529/0001-39
4228;29914041000175
4230;02.552.927/0001-60
4231;27.635.275/0001-58
4232;33.663.683/0053-47
4233;00000000000000
4234;03299836000127
4236;03315915000184
4238;00.183.495/0001-31
4239;00.517.766/0001-48
4240;36084697000173
4241;69345064000120
4242;30055933000147
4244;02716065000163
4245;29459807000179
4247;03035132000147
4248;01006157000197
4251;INCA
4252;HEMORIO
4253;39445465000191
4254;03.357.819/0001-07
4255;67.882.621/0001-17
4256;03555850000144
4257;00572912000138
4258;33162132000179
4260;02005077000180
4261;69314862000195
4262;01131272000193
4263;02086906000104
4264;67905323000103
4266;002118
4267;00839624000105
4268;01423106000160
4270;02920176000197
4271;03374572000129
4274;03483340000109
4275;62208418/0002-27
4276;56998701000116
4277;60.665.981/0001-18
4278;00638881000170
4279;68.710.557/0001-50
4280;03446430/0001-20
4281;02987677000190
4282;002131
4283;71.699.490/0001-04
4285;55643555000143
4286;03701126000181
4287;000001
4288;03578510000139
4289;31306699000146
4290;35751403000157
4291;02.646.316/0001-80
4292;39482617000126
4293;00.941.019/0001-32
4294;01660533000162
4295;81466880000198
4296;33.054.412/0001-63
4297;0182848/00001-46
4298;01499414000170
4299;01115603000100
4300;03044870000150
4301;29344157000116
4302;05.879.152/0016-06
4303;000001
4304;000001
4306;03214843000189
4307;01792520/0001-47
4309;68.614.452/0001-05
4311;02360990000102
4312;00587679000167
4313;002150
4314;03226808000180
4315;03534905000210
4316;03374991000160
4317;002154
4318;52645546000101
4319;03023663000110
4320;03649606000140
4321;02769555000128
4322;79338653000135
4323;01449736000104
4325;02557853000154
4326;00663197000149
4327;002164
4329;29.503.802/0001-04
4330;48740849000128
4331;03062090000133
4332;002169
4333;03477419000127
4334;03230491000155
4335;01239414000130
4336;02629454000151
4338;02.116.734/0001-66
4339;39543343000138
4340;68708759000167
4341;02740580000189
4342;03748756000101
4343;43.209.436/0001-06
4344;03527552000140
4346;40.265.175/0001-45
4347;03729424/0001-80
4348;02278229000118
4349;62682075/0001-57
4350;03926640000115
4351;02832208000100
4352;02825714/0001-64
4354;33144072000161
4356;54382106000126
4357;01407813000163
4358;58450743000143
4359;01422767000171
4361;02513899000171
4362;02405451000134
4363;02931620000170
4364;01534096000130
4365;00173780000171
4367;02.956.455/0001-00
4368;02733886000108
4369;59309302000199
4370;00935689000146
4371;00437577000165
4372;32334583000183
4373;39516380000157
4374;03400812000112
4375;002205
4376;002206
4377;03826272000133
4378;03287614000194
4379;68814961000173
4380;03825359000196
4381;02913880000112
4383;66886953000107
4384;002214
4385;01947386000106
4386;03826022000101
4387;97518096000116
4388;000001
4389;01.710.133/0001-14
4390;002217
4391;67403154000103
4392;72844228000179
4393;54107420000109
4394;42.104.372/0001-08
4395;04.196.645/0001-00
4396;32206740000175
4397;00074651000126
4398;51.961.258/0001-95
4399;002225
4400;29.321.197/0001-42
4401;00129964000134
4405;02.932.797/0001-90
4406;68.600.725/0001-54
4408;03110698000196
4410;03.851.171/0001-12
4411;00.980.360/0002-88
4412;00.130.565/0001-93
4413;73.390.478/0001-49
4414;04050645000190
4415;28243459000135
4416;03.325.457/0001-64
4417;02.522.937/0001-52
4418;03.902.100/0001-00
4419;03247842000130
4420;02.336.214/0001-69
4422;01443171000158
4423;03.753.048/0001-69
4424;SEM CNPJ
4425;02.704.301/0001-21
4426;29596590000149
4428;32.545.246/0001-35
4429;02.588.808/0001-87
4430;01995867000197
4431;66.544.974/0001-44
4432;50.261.221/0001-91
4433;03.035.132/0001-47
4434;03.378.409/0001-34
4435;66.783.630/0001-98
4436;03821616000111
4437;78.410.875/0001-59
4438;02.670.547/0001-20
4439;04.269.648/0001-19
4442;01107487000179
4443;00749134000100
4444;01884111000170
4445;02.726.709/0001-02
4446;04.315.304/0001-07
4447;68.737.394/0001-07
4448;17.562.075/0001-69
4449;03.651.242/0001-33
4450;29.341.583/0001-04
4451;03.471.340/0001-99
4452;01.964.912/0001-46
4455;86.869.351/0001-59
4456;38.054.979/000153
4460;02.911.166/0001-95
4461;02.472.743/0001-90
4462;30.273.270/0001-37
4466;03813990000175
4468;03.325.780/0001-38
4471;02.159.925/0001-05
4474;40.369.373/0001-59
4477;03.439.104/000195
4479;43.179.225/0001-60
4480;80.164.221/0001-34
4481;42.856.344/0001-47
4482;01.820.871/0001-14
4491;45543915006546
4494;03996308000127
4495;73.679.425/0001-42
4498;01232563000178
4499;00.083.641/0001-57
4500;04.373.139/0001-31
4502;03.144.229/0001-98
4503;29559309000106
4504;40.268.302/0001-60
4508;73.442.782/0001-92
4509;02373768000136
4510;01279562000189
4513;03965446000149
4514;33962747000180
4515;33075706000171
4516;04037102000132
4518;02.859.844/0001-18
4519;03.445.916/0001-43
4524;00.530.540/0024-73
4525;01.220.634/0001-12
4526;01.302.765/0001-49
4528;00.595.037/0001-00
4529;71.957.310/0001-47
4531;33.663.683/0053-47
4534;02236742/0001-46
4535;74.686.262/0001-98
4536;02.085.670/0001-83
4538;35.762.376/0001-18
4539;32.374.845/0001-33
4543;04260148000116
4545;04286171/0001-80
4547;28.192.748/0001-52
4548;40327975000143
4555;68.566.926/0001-82
4556;00.562.583/0001-44
4558;02.886.035/0001-03
4559;02.901.822/0001-79
4562;01.090.555/0001-34
4566;02.223.462/0001-01
4567;02.433.631/0001-20
4569;50.163.682/0001-21
4571;01.880.486/0001-62
4572;53.168.142/0001-29
4573;04.120.068/0001-65
4574;03.876.014/0001-61
4575;01.771.935/0002-15
4577;28.708.477/0001-45
4578;01.355.919/0001-60
4579;64.002.686/0001-32
4581;01.256.488/0001-85
4587;00.843.277/0001-86
4588;00947389/0001-87
4596;03.666.372/0001-40
4597;04.439.305/0001-55
4599;90.050.097/0001-30
4600;035292960001-20
4601;58.295.213/0010-69
4602;02327775000100
4603;29370103000206
4604;97.515.712/0001-85
4605;045286050001-00
4606;039939820001-58
4607;040703420001-39
4608;04191294000137
4609;00.600.397/0001-52
4610;68.384.155/0001-02
4611;04.593.715/0001-56
4613;68771914/0001-90
4614;04092596000158
4615;29.862.463/0001-44
4616;29.316.502/0001-08
4617;03.388.185/0001-41
4618;003356387-08
4619;01.725.846/0001-51
4620;42.266.122/0001-74
4621;02.695.364/0001-69
4622;00.005.880/0002-70
4623;02.701.627/0001-03
4624;044372090001-78
4625;389095030001-57
4626;030759380001-69
4627;02.032.232/0001-57
4629;33.352.428/0001-52
4630;34274233009584
4631;72109895/0001-08
4632;00.694.921/0001-00
4633;33.041.260/0001-64
4634;01138645/0001-58
4635;72387277/0001-20
4636;334950780001-83
4638;03.441.261/0001-35
4639;29.093.762/0001-61
4640;02.076.200/0002-34
4641;33.253.576/0001-10
4642;01.072.992/0001-25
4643;58.295.213/0001-78
4644;03806341000147
4645;36221935000307
4646;00095417000185
4647;00196750/0001-80
4648;46255972000128
4649;02326597/0001-94
4650;74155698/0001-50
4651;31005747/0001-66
4652;42916338000138
4653;31313653/0001-54
4654;33138850/000290
4655;68581289/000113
4656;59233783/0002-87
4657;03488583/0001-30
4658;01820301/0001-24
4659;00100408/0001-35
4660;40433245/0001-27
4661;03436841/0001-34
4662;02661790/0001-81
4663;04573391/0001-94
4664;28614626/0001-07
4665;009383010001/60
4667;01.254.824/0001-50
4668;04.554.046/0001-03
4669;00.863.836/0001-10
4670;01.190.237/0001-45
4671;40.370.975/0001-26
4673;00.605.404/0001-09
4674;73.839.615/0001-80
4675;02.710.548/0001-50
4676;33.259.920/000188
4677;01.675.208/0001-73
4678;04255249/0001-07
4679;10610268/0001-07
4680;03.713.284/0001-51
4681;04.635.188/0001-03
4682;02.796484/0001-52
4683;03813218000153
4684;32.228.694/0001-05
4685;01.086.229/0001-53
4686;03.382.847/0001-76
4687;03.382.487/0001-02
4688;29651916000193
4689;02.915.545/0001-53
4690;36219970000120
4691;04255120000190
4692;00.570.742/0001-52
4693;02.569.902/0001-79
4694;04.618.643/0001-54
4695;04.513.242/0001-30
4696;01.292.272/0001-75
4697;02.333.574/0001-07
4698;02.019.675/0001-08
4699;03.458.542/0001-09
4700;72.038.193/0001-80
4701;04.838.459/0001-10
4702;44.239.382/0001-86
4703;60588803/0001-30
4705;04350617000107
4706;32.181.935/000108
4707;81.466.880/0001-98
4708;04.284.060/0001-34
4709;59.403.410/0001-26
4710;04.284.060/0001-34
4711;32.073.066/0001-06
4712;48.203.210/0001-03
4713;02.332.209/0001-88
4714;02.373.003/0001-04
4715;04.110.460/0001-23
4716;574632910001-71
4717;02.779.787/0001-67
4718;51.207.041/0001-94
4720;00.165.251/0001-26
4721;04.447.133/0001-61
4722;33210774/0001-04
4724;33040635/0001-71
4725;68356328/0001-89
4726;29.905.551/0001-86
4727;28979458/0001-53
4728;42549162/0001-23
4729;00335283/0001-22
4730;05045325/0001-04
4731;31.893.316/0001-83
4732;01.927.157/0001-20
4733;02.445.817/0009-56
4734;39.531.199/0001-10
4735;74215013/0001-14
4737;33.801.911/0001-77
4738;000000
4739;33.687.914/0001-21
4740;00.476.070/0001-10
4741;31.120.686/0001-88
4742;29.465.960/0001-09
4743;03.257.563/0001-58
4744;01.012.073/0001-66
4745;34.002.337/0001-50
4746;32.121.766/0081-03
4747;29.317.518/0001-35
4748;04.717.025/0001-61
4749;00.555.749/0001-03
4750;68.583.954/0001-08
4751;97413058/0001-07
4752;74232034/0001-48
4753;55.972.087/0001-50
4754;02.285.181/0001-75
4755;36.486.272/0001-90
4756;68661354/0001-10
4757;03.474.852/0001-09
4758;32.283.327/0001-04
4759;61489381/0001-09
4760;32269672/0001-93
4761;34140293/0001-24
4762;00.731.425/0001-70
4763;04046977/0001-09
4764;04051693/0001-00
4765;54.102.785/0001-32
4766;04.395.183/0001-42
4767;82.296.062/0001-38
4768;53276010/0001-10
4769;021816070001/40
4772;27.932.219/0001-85
4773;03.324.679/0001-62
4774;33.407.545/0001-76
4775;27859008/0001-64
4776;20.172.920/0001-02
4777;04.668.317/0001-51
4778;04.747.318/0001-91
4779;00091584/0001-58
4780;04882412/0001-53
4781;39.059.589/0001-39
4782;03737792/0001-70
4783;00744510/0001-73
4785;33962747/0001-80
4786;03.686.970/0001-80
4787;05.022.748/0001-09
4788;54.651.716/0012-30
4789;02804461/0001-42
4790;03705610/0001-89
4791;73.689.531/0001-07
4792;03.810.332/0001-20
4793;02.022.569/0001-83
4794;33.421.397/0001-44
4795;01.720.027/0001-11
4796;03.562.150/0003-49
4797;31.040.439/0001-71
4799;04.115.595/0001-81
4800;02.644.861/0001-38
4801;01.077.872/0001-10
4802;39.485.131/0001-41
4803;17.314.329/0002-00
4804;32.151.342/0001-07
4805;04.437.834./0001-10
4806;02.569.902/0001-79
4807;32.334.583/0001-83
4808;04.684.936/0001-30
4809;01.551.314/0001-45
4810;58.763.350/0002-70
4811;03.534.457/0001-74
4812;30.025.589/0001-43
4813;02.318.992/0001-25
4814;00.976.462/0001-49
4815;02.954.575/0001-79
4816;03.847.164/0001-47
4817;03.391.013/0001-27
4818;00.303.784/0004-70
4819;02.169.338/0001-05
4820;01.598.267/0001-95
4821;68.589.340/0001-33
4822;27.166.289/0001-70
4823;40.302.622/0001-99
4824;33.136.292/0001-43
4825;02.629.678/0001-63
4826;30.205.470/0001-52
4827;72.288.772/0001-81
4828;72.367.386/0001-85
4829;04.379.851/0001-48
4830;68.838.473/0001-04
4831;29.341.690/0001-24
4832;01.571.702./0006-00
4833;01.298.093/0001-45
4834;73.758.815/0001-08
4835;04.177.248/0001-83
4836;68.655.448/0001-87
4837;00.403.292/0001-03
4838;31.436.009/0001-73
4839;01.762..625/0011-25
4840;02.405.456/0001-67
4841;32.104.697/0001-37
4842;40.358.715/0001-35
4843;03.914.508/0001-93
4844;04.864.368/0001-59
4845;04.509.798/0001-52
4846;42.328.377/0001-14
4847;42.583.021/0001-27
4848;33.067.364/0001-48
4851;47.427.653/0012-78
4852;33.014.556/0167-85
4853;40.197.279/0001-60
4854;54.253.661/0001-58
4855;02.310.424/0001-88
4856;40.396.004/0001-55
4857;04.154.516/0001-41
4858;33.224.189/0001-55
4859;59.820.647/0004-55
4860;29.501.624/0001-74
4861;00.118.694/0001-66
4862;42.327.312/0001-54
4863;43.640.754/0001-19
4864;30.055.933/0001-47
4865;05.248.688/0001-47
4866;28.266.195/0001-35
4867;05.208.460/0001-23
4868;02.844.180/0002-02
4869;40.426.454/0001-43
4870;33.326.034/0001-20
4871;02.004.624/0001-02
4872;27.859.644/0001-96
4873;30.938.591/0001-03
4874;42.126.300/0001-61
4875;03.496.661/0001-48
4876;03.821.435/0001-95
4877;39.451.307/0001-44
4878;56.089.576/0001-21
4879;33.247.743/0001-10
4880;03.086.447/0001-13
4881;30.026.793/0001-89
4883;03.965.501/0001-09
4884;32.379.018/0001-32
4885;00.266.655/0001-06
4886;42.467.308/0001-91
4887;40.179.871/0001-39
4888;42.210.146/0001-01
4889;42.207.852/0003-66
4890;42.209.452/0001-28
4891;74.019.670/0001-96
4892;04.818.658/0001-66
4893;54.741.095/0001-23
4894;03.861.990/0001-40
4895;29.964.624/0001-00
4896;03.889.611/0001-20
4897;00.350.195/0001-08
4898;62.958.491/0001-35
4900;03.811.008/0001-26
4901;647.11500/0001-14
4902;04.509.517/0001-61
4903;00.911.246/0001-15
4904;03.291.670/0001-00
4905;03.889.967/0001-64
4906;29.959.954/0001-08
4908;04.620.932/0001-98
4909;05.248.688/0001-47
4910;05.114.247/0001-52
4911;02.669.677/0001-42
4912;04.592.955/0001-36
4913;01.912.711/0001-03
4914;28.200.947/0012-18
4915;35.896.497/0001-52
4916;31.587.629/0001-03
4917;01.136.763/0001-27
4918;02.015.969/000161
4920;39.827.316/0001-97
4921;02.923.139/0001-32
4922;68.314.061/0001-67
4923;00.911.246/0001-15
4924;00.017.332/0001-89
4926;30.286.058/0001-04
4927;40.375.719/0001-21
4928;49.895.170/0001-70
4929;03.249.775/0001-93
4930;02.106.608/0001-20
4931;01.329.282/0001-38
4932;01.571.018/0001-06
4933;04315.304.0001/07
4934;04.452.229/0001-18
4935;03.147.047/0001-70
4936;36.107.852/0001-20
4937;04.452.229/0001-18
4938;21.923.206/0001-63
4939;04.900.093/0001-61
4941;03.049.181/0001-39
4942;39.244.894/0001-48
4943;53.452.157/0001-14
4944;05.209.279/0001-31
4945;03.113.237/0001-71
4946;33.198.979/0001-03
4947;33.779.554/0001-98
4948;43.283.811/0024-46
4949;01.447.737/0001-10
4950;03.913.593/0001-75
4951;04.344.582/0001-84
4952;60.703.923/0001-31
4953;42.149.732/0001-98
4954;27.203.488/0001-00
4955;36.099.042/0001-79
4956;00.547.974/0001-90
4957;30.026.710/0001-51
4958;30.669.840/0001-02
4959;27.925.767/0001-88
4960;01.126.140/0001-73
4961;68.364.835/0001-64
4962;04.566.420/0001-90
4963;66.908.955/0001-50
4964;00.856.722/0001-42
4965;01.476.143/0003-07
4966;05.298.593/0001-38
4967;60.383.338/0001-00
4968;02.057.847/0001-12
4969;03.812.745/0001-43
4970;72.352.412/0001-00
4971;01.755.078/0001-89
4972;04.829.015/0001-18
4973;72.440.266/0001-66
4974;33.482.241/0079-33
4975;61.608.337/0001-70
4976;00.361.681/0001-13
4977;00.073.568/0001-32
4978;03.447.325/0001-05
4979;61.482.725/0001-58
4980;01496883000135
4981;30.280.358/0006-90
4982;02.580.237/0001-14
4983;02.012.862/0001-60
4984;39.420.179/0001-71
4985;61.461.034/0001-78
4986;01.619.369/0001-40
4988;68.886.605/0001-65
4989;40.232.258/0001-38
4990;68.643.105/0001-00
4991;35.716992/0001-32
4992;02.015.969/0001-61
4993;02.279.892/0001-37
4994;70.939.574/0001-05
4995;00.357.356/0001-87
4996;03.726.137/0001-16
4997;90.347.840/0004-60
4998;32.583.353/0001-58
4999;00.288.122/0001-25
5000;04.584.176/0001-99
5001;00.461.176/0001-40
5002;02.614.943/0001-30
5003;05.276.511/0001-54
5004;29.339.991/0001-13
5005;02.015.969/0001-61
5006;00.983.725/0001-47
5007;00.666.349/0001-67
5008;55.126.981/0001-00
5009;04.981.266/0001-13
5010;24.040.487/0002-85
5011;04.855.586/0001-27
5012;05.040.143/0001-40
5013;02.916.185/0001-04
5014;78.165.362/0001-20
5015;00.028.682/0001-40
5016;05.582.595/0001-54
5017;03.183.905/0001-32
5018;00.360.050/0001-80
5019;00.011.480/0001-96
5020;43.426.626/0001-77
5021;33.195.900/0001-90
5022;40.373.623/0001-24
5023;00.007.521/0002-51
5024;28.864.726/0001-91
5025;05.393.419/0001-74
5026;04.937.243/0002-92
5027;03.795.165/0001-95
5028;57.920.837/0001-76
5029;03.827.304/0001-15
5030;04.757.502/0001-12
5031;55.229.082/0001-32
5032;04.355.394/0002-32
5033;04.372.026/0001-11
5034;01.847.561/0001-93
5035;04.034.244/0001-46
5036;61.150.447/0001-31
5037;54.858.014/0001-70
5038;04.855.586/0001/27
5039;00.304.559/0001-05
5040;05.418.598/0001-57
5041;29.344.868/0001-90
5042;04.809.937/0001-63
5043;00.280.854/0001-79
5045;33.384.637/0001-88
5046;04.509.730/0001-73
5047;05.000.797/0001-40
5048;40.419.715/0001-06
5049;04.988.787/0001-00
5050;00.554.735/0001-67
5051;04.477.499/0001-83
5052;01.975.645/0001-02
5053;32.284.135/0001-12
5054;29.341.690/0001-24
5055;01.356.570/0001-81
5056;04.574.218/0001-00
5057;39.362.611/0001-15
5058;19.336.924/0001-91
5059;57.507.378/0001-01
5060;04.211.341/0001-67
5061;02.330.506/0008-60
5062;59.476.598/0001-32
5063;03.373.939/0001-90
5064;61.645.529/0001-57
5065;61.150.447/0001-31
5066;00.160.488/0001-14
5067;73.178.683/0001-45
5068;57.366.528/0001-04
5069;04.248.689/0001-29
5070;01.279.711/0001-00
5071;02.482.141/0001-13
5072;68.618.131/0001-70
5073;04.212.052/0001-82
5074;03.448.093/0001-00
5075;00.461.255/0001-51
5076;72.182.686/0001-90
5077;01.965.195/0001-77
5078;05.379.317/0001-02
5079;04.039.200/0001-09
5080;52.819.166/0001-38
5081;36.073.112/0001-10
5082;74.415.027/0001-81
5083;54.177.886/0001-72
5084;05.565.111/0001-69
5085;02.030.231/0001-73
5086;02.903.687/0001-09
5087;05.148.728/0001-89
5088;05.552.524/0001-09
5089;32.250.177/0001-32
5090;04.255.020/0001-64
5091;03.929.432/0001-70
5092;53.078.135/0004-89
